order_id,customer_id,order_date,ship_date,ship_mode,order_total
ORD003493,CUST01136,2023-05-22,2023-05-24,Express,35.95
ORD003494,CUST01176,2024-12-28,2025-01-02,Standard,546.21
ORD003495,CUST00930,2024-01-10,2024-01-15,Standard,400.87
ORD003496,CUST01125,2024-12-19,2024-12-24,Standard,1946.56
ORD003497,CUST00352,2024-06-08,2024-06-10,Express,1711.25
ORD003498,CUST00575,2024-08-02,2024-08-07,Standard,126.76
ORD003499,CUST00712,2023-08-17,2023-08-19,Express,1384.74
ORD003500,CUST00804,2024-12-18,2024-12-23,Standard,1685.08
ORD003501,CUST00501,2023-11-23,2023-11-28,Standard,85.18
ORD003502,CUST00377,2023-06-05,2023-06-05,Same Day,6839.69
ORD003503,CUST00597,2024-09-19,2024-09-24,Standard,3668.74
ORD003504,CUST00562,2024-10-05,2024-10-07,Express,5987.62
ORD003505,CUST00186,2024-11-23,2024-11-23,Same Day,2664.85
ORD003506,CUST00016,2024-02-27,2024-03-03,Standard,382.14
ORD003507,CUST00311,2023-07-09,2023-07-09,Same Day,90.55
ORD003508,CUST00122,2024-12-13,2024-12-18,Standard,1113.73
ORD003509,CUST00214,2023-07-15,2023-07-20,Standard,1170.68
ORD003510,CUST01132,2024-04-18,2024-04-23,Standard,118.1
ORD003511,CUST00592,2023-01-09,2023-01-14,Standard,4461.85
ORD003512,CUST00423,2024-03-24,2024-03-29,Standard,6635.13
ORD003513,CUST00986,2023-09-04,2023-09-04,Same Day,764.79
ORD003514,CUST01096,2023-01-07,2023-01-09,Express,276.77
ORD003515,CUST01193,2024-01-31,2024-02-02,Express,513.07
ORD003516,CUST01196,2023-07-24,2023-07-29,Standard,5391.33
ORD003517,CUST00093,2023-08-23,2023-08-25,Express,3087.59
ORD003518,CUST00406,2023-11-30,2023-12-02,Express,1199.29
ORD003519,CUST00993,2023-11-09,2023-11-11,Express,2777.7
ORD003520,CUST00736,2024-07-07,2024-07-12,Standard,193.08
ORD003521,CUST00789,2024-08-09,2024-08-14,Standard,257.28
ORD003522,CUST00198,2023-08-12,2023-08-17,Standard,342.42
ORD003523,CUST00638,2023-03-13,2023-03-18,Standard,4896.29
ORD003524,CUST00475,2024-07-08,2024-07-10,Express,2356.53
ORD003525,CUST00807,2023-08-16,2023-08-21,Standard,4248.47
ORD003526,CUST01136,2023-11-13,2023-11-13,Same Day,1670.21
ORD003527,CUST00620,2024-07-05,2024-07-10,Standard,537.55
ORD003528,CUST00671,2024-09-25,2024-09-30,Standard,207.82
ORD003529,CUST00680,2024-01-17,2024-01-22,Standard,265.88
ORD003530,CUST00794,2024-07-21,2024-07-26,Standard,1337.51
ORD003531,CUST00404,2023-06-15,2023-06-20,Standard,220.98
ORD003532,CUST00600,2023-12-31,2024-01-05,Standard,2505.88
ORD003533,CUST01098,2024-07-11,2024-07-16,Standard,2936.93
ORD003534,CUST00424,2023-02-24,2023-02-26,Express,506.55
ORD003535,CUST00337,2024-10-17,2024-10-17,Same Day,426.85
ORD003536,CUST00512,2023-11-10,2023-11-15,Standard,828.12
ORD003537,CUST00946,2024-12-14,2024-12-14,Same Day,973.28
ORD003538,CUST00644,2024-03-29,2024-04-03,Standard,1347.45
ORD003539,CUST00731,2024-07-31,2024-08-05,Standard,5866.99
ORD003540,CUST01131,2024-09-01,2024-09-01,Same Day,1946.56
ORD003541,CUST00547,2024-09-13,2024-09-15,Express,1030.81
ORD003542,CUST01060,2023-10-26,2023-10-28,Express,2703.23
ORD003543,CUST00923,2024-06-02,2024-06-02,Same Day,1969.7
ORD003544,CUST00256,2024-08-18,2024-08-20,Express,226.28
ORD003545,CUST00013,2024-06-19,2024-06-24,Standard,3660.86
ORD003546,CUST00268,2024-06-08,2024-06-13,Standard,5529.68
ORD003547,CUST01014,2023-11-28,2023-12-03,Standard,4621.22
ORD003548,CUST00419,2024-04-28,2024-04-30,Express,119.99
ORD003549,CUST00403,2024-05-16,2024-05-21,Standard,1008.93
ORD003550,CUST00591,2023-04-21,2023-04-26,Standard,552.44
ORD003551,CUST00296,2024-06-12,2024-06-17,Standard,2013.03
ORD003552,CUST00244,2024-12-16,2024-12-21,Standard,6637.32
ORD003553,CUST01112,2023-12-03,2023-12-05,Express,503.69
ORD003554,CUST01182,2024-12-13,2024-12-15,Express,715.06
ORD003555,CUST00546,2023-11-06,2023-11-11,Standard,1267.6
ORD003556,CUST00357,2024-11-30,2024-12-05,Standard,855.02
ORD003557,CUST01023,2024-08-03,2024-08-08,Standard,620.62
ORD003558,CUST01098,2023-11-13,2023-11-13,Same Day,273.62
ORD003559,CUST01102,2024-06-06,2024-06-11,Standard,189.45
ORD003560,CUST00061,2024-02-27,2024-03-03,Standard,675.35
ORD003561,CUST00993,2024-04-26,2024-04-28,Express,6046.32
ORD003562,CUST00453,2024-06-10,2024-06-15,Standard,5367.08
ORD003563,CUST00925,2024-06-14,2024-06-19,Standard,871.68
ORD003564,CUST00235,2024-07-08,2024-07-13,Standard,866.12
ORD003565,CUST00884,2023-03-08,2023-03-10,Express,613.25
ORD003566,CUST00371,2024-12-04,2024-12-09,Standard,2490.88
ORD003567,CUST00156,2023-08-02,2023-08-02,Same Day,1005.6
ORD003568,CUST00555,2024-08-26,2024-08-28,Express,201.31
ORD003569,CUST00474,2023-10-30,2023-11-04,Standard,751.49
ORD003570,CUST00935,2024-05-24,2024-05-29,Standard,374.6
ORD003571,CUST00572,2023-12-08,2023-12-13,Standard,2504.22
ORD003572,CUST00588,2023-08-27,2023-09-01,Standard,1096.83
ORD003573,CUST00460,2023-03-29,2023-04-03,Standard,2180.08
ORD003574,CUST00509,2023-11-27,2023-11-29,Express,316.4
ORD003575,CUST00730,2024-06-01,2024-06-06,Standard,719.8
ORD003576,CUST00231,2024-07-18,2024-07-23,Standard,1237.7
ORD003577,CUST00534,2023-03-05,2023-03-10,Standard,510.24
ORD003578,CUST00263,2023-03-10,2023-03-12,Express,566.93
ORD003579,CUST00029,2023-05-11,2023-05-16,Standard,3625.57
ORD003580,CUST00265,2024-05-06,2024-05-11,Standard,193.36
ORD003581,CUST01082,2023-10-09,2023-10-14,Standard,187.45
ORD003582,CUST00132,2023-12-19,2023-12-24,Standard,372.66
ORD003583,CUST00838,2023-11-05,2023-11-10,Standard,650.05
ORD003584,CUST00477,2024-01-11,2024-01-16,Standard,1335.0
ORD003585,CUST00087,2023-08-20,2023-08-25,Standard,675.28
ORD003586,CUST00019,2024-05-30,2024-05-30,Same Day,87.66
ORD003587,CUST00584,2024-09-19,2024-09-24,Standard,1183.59
ORD003588,CUST00503,2023-01-27,2023-01-27,Same Day,55.06
ORD003589,CUST00504,2024-06-14,2024-06-19,Standard,3135.11
ORD003590,CUST00081,2024-07-12,2024-07-17,Standard,579.81
ORD003591,CUST00387,2023-09-20,2023-09-22,Express,1403.94
ORD003592,CUST01014,2023-11-13,2023-11-18,Standard,937.88
ORD003593,CUST00809,2024-10-21,2024-10-26,Standard,259.36
ORD003594,CUST01061,2024-08-04,2024-08-09,Standard,101.73
ORD003595,CUST00899,2023-07-23,2023-07-28,Standard,2193.36
ORD003596,CUST01020,2024-05-03,2024-05-08,Standard,103.55
ORD003597,CUST00837,2024-12-26,2024-12-28,Express,439.45
ORD003598,CUST00336,2024-03-26,2024-03-28,Express,2170.06
ORD003599,CUST01143,2024-06-12,2024-06-17,Standard,615.04
ORD003600,CUST01005,2024-06-10,2024-06-12,Express,294.04
ORD003601,CUST00251,2023-01-20,2023-01-25,Standard,2221.76
ORD003602,CUST00578,2024-11-19,2024-11-24,Standard,562.21
ORD003603,CUST00335,2024-12-08,2024-12-13,Standard,1294.42
ORD003604,CUST00511,2024-10-01,2024-10-06,Standard,3006.2
ORD003605,CUST00359,2023-02-08,2023-02-13,Standard,5470.18
ORD003606,CUST00618,2023-12-15,2023-12-17,Express,947.66
ORD003607,CUST00783,2024-05-02,2024-05-04,Express,5294.99
ORD003608,CUST00564,2024-07-23,2024-07-28,Standard,4490.0
ORD003609,CUST00050,2024-07-14,2024-07-16,Express,628.2
ORD003610,CUST00486,2023-02-07,2023-02-07,Same Day,3004.93
ORD003611,CUST00864,2023-03-09,2023-03-09,Same Day,2961.26
ORD003612,CUST00724,2024-09-24,2024-09-29,Standard,117.39
ORD003613,CUST00994,2023-11-02,2023-11-04,Express,2850.34
ORD003614,CUST00643,2023-12-17,2023-12-19,Express,287.09
ORD003615,CUST00566,2023-10-28,2023-11-02,Standard,4636.7
ORD003616,CUST00270,2023-12-31,2023-12-31,Same Day,195.6
ORD003617,CUST00928,2023-06-06,2023-06-11,Standard,838.89
ORD003618,CUST00645,2024-09-28,2024-10-03,Standard,2591.06
ORD003619,CUST00098,2023-06-08,2023-06-13,Standard,1907.1
ORD003620,CUST00682,2023-12-08,2023-12-10,Express,34.5
ORD003621,CUST00739,2024-11-03,2024-11-08,Standard,6818.11
ORD003622,CUST00104,2024-02-28,2024-03-04,Standard,857.06
ORD003623,CUST00646,2024-11-13,2024-11-18,Standard,568.42
ORD003624,CUST00452,2024-11-04,2024-11-09,Standard,1041.98
ORD003625,CUST00690,2023-12-03,2023-12-08,Standard,186.48
ORD003626,CUST01090,2023-04-25,2023-04-27,Express,4037.14
ORD003627,CUST00954,2023-12-02,2023-12-04,Express,1938.8
ORD003628,CUST00929,2024-02-09,2024-02-14,Standard,2267.72
ORD003629,CUST00090,2023-08-13,2023-08-18,Standard,3569.48
ORD003630,CUST01091,2023-02-24,2023-03-01,Standard,493.11
ORD003631,CUST00922,2023-01-08,2023-01-13,Standard,5169.69
ORD003632,CUST01092,2024-09-18,2024-09-23,Standard,2725.1
ORD003633,CUST00729,2023-11-12,2023-11-14,Express,703.41
ORD003634,CUST00516,2023-02-28,2023-03-05,Standard,3659.05
ORD003635,CUST00290,2024-06-12,2024-06-17,Standard,4144.32
ORD003636,CUST00444,2024-08-02,2024-08-07,Standard,366.6
ORD003637,CUST00880,2024-06-04,2024-06-09,Standard,213.16
ORD003638,CUST00168,2023-10-22,2023-10-22,Same Day,449.32
ORD003639,CUST00109,2023-04-02,2023-04-04,Express,5212.1
ORD003640,CUST00657,2023-10-29,2023-11-03,Standard,2189.83
ORD003641,CUST00289,2024-11-10,2024-11-15,Standard,1658.27
ORD003642,CUST00029,2024-08-04,2024-08-09,Standard,367.55
ORD003643,CUST00887,2024-11-17,2024-11-22,Standard,105.15
ORD003644,CUST00320,2024-09-09,2024-09-11,Express,177.76
ORD003645,CUST00514,2023-10-04,2023-10-09,Standard,3230.38
ORD003646,CUST00130,2024-11-28,2024-11-30,Express,5140.75
ORD003647,CUST01000,2023-12-31,2023-12-31,Same Day,7234.14
ORD003648,CUST01085,2023-09-10,2023-09-15,Standard,2433.2
ORD003649,CUST00264,2024-06-16,2024-06-18,Express,784.6
ORD003650,CUST00494,2024-10-29,2024-11-03,Standard,1869.05
ORD003651,CUST00492,2023-01-06,2023-01-08,Express,144.81
ORD003652,CUST00898,2024-06-11,2024-06-16,Standard,966.35
ORD003653,CUST01094,2024-12-26,2024-12-31,Standard,271.61
ORD003654,CUST00224,2023-03-24,2023-03-29,Standard,475.84
ORD003655,CUST00018,2023-06-03,2023-06-03,Same Day,497.19
ORD003656,CUST00793,2023-12-05,2023-12-07,Express,1434.33
ORD003657,CUST00139,2023-05-18,2023-05-20,Express,3992.02
ORD003658,CUST00062,2023-11-08,2023-11-10,Express,3558.34
ORD003659,CUST00431,2024-09-08,2024-09-13,Standard,1715.26
ORD003660,CUST00543,2023-05-02,2023-05-07,Standard,854.92
ORD003661,CUST00055,2024-11-30,2024-12-02,Express,1063.44
ORD003662,CUST01192,2024-07-16,2024-07-21,Standard,470.65
ORD003663,CUST00034,2024-06-12,2024-06-17,Standard,3438.87
ORD003664,CUST00467,2024-05-11,2024-05-16,Standard,461.28
ORD003665,CUST00990,2023-01-05,2023-01-10,Standard,1790.77
ORD003666,CUST00582,2024-09-23,2024-09-28,Standard,50.24
ORD003667,CUST00750,2023-12-25,2023-12-27,Express,1178.52
ORD003668,CUST00087,2023-04-18,2023-04-20,Express,1446.14
ORD003669,CUST00435,2023-06-06,2023-06-08,Express,363.43
ORD003670,CUST00928,2024-11-05,2024-11-07,Express,142.0
ORD003671,CUST00607,2024-04-08,2024-04-13,Standard,323.68
ORD003672,CUST00031,2023-02-14,2023-02-19,Standard,332.97
ORD003673,CUST00709,2023-01-06,2023-01-11,Standard,770.77
ORD003674,CUST00098,2023-04-26,2023-04-28,Express,99.51
ORD003675,CUST01088,2023-03-20,2023-03-25,Standard,719.72
ORD003676,CUST01064,2024-02-05,2024-02-07,Express,2417.26
ORD003677,CUST00192,2023-05-17,2023-05-17,Same Day,2201.57
ORD003678,CUST01064,2024-12-19,2024-12-24,Standard,569.58
ORD003679,CUST00547,2023-07-10,2023-07-12,Express,7064.92
ORD003680,CUST00297,2023-10-26,2023-10-31,Standard,128.72
ORD003681,CUST00638,2023-02-02,2023-02-04,Express,3530.72
ORD003682,CUST00980,2023-07-20,2023-07-22,Express,1228.68
ORD003683,CUST01106,2024-02-05,2024-02-10,Standard,728.9
ORD003684,CUST00426,2024-06-29,2024-07-04,Standard,3612.19
ORD003685,CUST00576,2024-07-15,2024-07-20,Standard,5014.29
ORD003686,CUST00273,2023-11-02,2023-11-07,Standard,2540.62
ORD003687,CUST00198,2024-12-07,2024-12-12,Standard,677.56
ORD003688,CUST00606,2024-12-08,2024-12-13,Standard,299.41
ORD003689,CUST00830,2023-11-01,2023-11-01,Same Day,1565.92
ORD003690,CUST00664,2023-06-07,2023-06-12,Standard,2489.88
ORD003691,CUST00883,2024-01-01,2024-01-06,Standard,360.95
ORD003692,CUST00231,2024-06-21,2024-06-26,Standard,1406.48
ORD003693,CUST00155,2024-11-19,2024-11-24,Standard,91.79
ORD003694,CUST00646,2024-01-08,2024-01-13,Standard,6057.61
ORD003695,CUST00847,2023-09-30,2023-10-05,Standard,7054.36
ORD003696,CUST00798,2024-08-22,2024-08-27,Standard,460.99
ORD003697,CUST00773,2023-02-12,2023-02-17,Standard,2188.3
ORD003698,CUST00802,2024-10-02,2024-10-07,Standard,1856.52
ORD003699,CUST01197,2023-04-18,2023-04-23,Standard,293.28
ORD003700,CUST00042,2023-12-19,2023-12-19,Same Day,4200.82
ORD003701,CUST00677,2024-11-22,2024-11-24,Express,2709.91
ORD003702,CUST00602,2023-12-28,2024-01-02,Standard,1676.97
ORD003703,CUST00715,2023-12-26,2023-12-31,Standard,3960.96
ORD003704,CUST01185,2024-02-04,2024-02-09,Standard,95.32
ORD003705,CUST00463,2023-12-13,2023-12-15,Express,3653.49
ORD003706,CUST00125,2024-01-23,2024-01-28,Standard,1588.22
ORD003707,CUST00493,2024-09-02,2024-09-04,Express,1957.49
ORD003708,CUST00922,2024-10-09,2024-10-14,Standard,1162.19
ORD003709,CUST00557,2023-12-26,2023-12-31,Standard,2356.53
ORD003710,CUST00495,2024-11-04,2024-11-09,Standard,2238.7
ORD003711,CUST00635,2024-08-28,2024-09-02,Standard,53.92
ORD003712,CUST00605,2023-11-14,2023-11-19,Standard,2585.3
ORD003713,CUST00398,2023-11-22,2023-11-24,Express,858.85
ORD003714,CUST01196,2024-09-16,2024-09-21,Standard,108.72
ORD003715,CUST00142,2023-07-15,2023-07-20,Standard,458.87
ORD003716,CUST00205,2024-01-15,2024-01-20,Standard,698.87
ORD003717,CUST01078,2023-05-05,2023-05-10,Standard,844.13
ORD003718,CUST00991,2023-12-21,2023-12-26,Standard,4381.72
ORD003719,CUST00035,2024-04-24,2024-04-26,Express,354.44
ORD003720,CUST00245,2024-03-08,2024-03-10,Express,159.22
ORD003721,CUST00256,2024-07-11,2024-07-16,Standard,2300.97
ORD003722,CUST00970,2024-11-12,2024-11-14,Express,173.88
ORD003723,CUST00241,2023-11-26,2023-12-01,Standard,1282.42
ORD003724,CUST00051,2023-08-26,2023-08-31,Standard,116.02
ORD003725,CUST01029,2024-06-30,2024-07-05,Standard,814.47
ORD003726,CUST00203,2023-09-24,2023-09-26,Express,8502.92
ORD003727,CUST00225,2023-07-10,2023-07-15,Standard,6396.08
ORD003728,CUST00298,2024-10-09,2024-10-14,Standard,220.8
ORD003729,CUST00347,2023-09-29,2023-10-01,Express,1799.52
ORD003730,CUST00974,2024-07-14,2024-07-19,Standard,4526.76
ORD003731,CUST00754,2023-08-31,2023-09-05,Standard,311.45
ORD003732,CUST00441,2024-12-04,2024-12-09,Standard,497.55
ORD003733,CUST00078,2024-10-26,2024-10-26,Same Day,2281.9
ORD003734,CUST00910,2023-02-12,2023-02-17,Standard,156.04
ORD003735,CUST00621,2023-01-30,2023-02-01,Express,5058.86
ORD003736,CUST00430,2023-07-04,2023-07-04,Same Day,68.11
ORD003737,CUST00582,2024-07-10,2024-07-15,Standard,336.87
ORD003738,CUST00239,2024-03-13,2024-03-13,Same Day,1156.48
ORD003739,CUST00677,2024-07-06,2024-07-11,Standard,4782.08
ORD003740,CUST00446,2024-02-26,2024-03-02,Standard,4715.89
ORD003741,CUST00446,2023-12-22,2023-12-24,Express,211.81
ORD003742,CUST01186,2024-12-30,2025-01-04,Standard,863.72
ORD003743,CUST00679,2024-01-12,2024-01-17,Standard,502.8
ORD003744,CUST00431,2023-04-30,2023-05-02,Express,892.55
ORD003745,CUST00275,2024-04-20,2024-04-25,Standard,643.69
ORD003746,CUST00038,2023-04-09,2023-04-14,Standard,4707.93
ORD003747,CUST00981,2023-08-31,2023-09-02,Express,287.48
ORD003748,CUST00516,2024-12-21,2024-12-26,Standard,64.32
ORD003749,CUST00445,2023-09-28,2023-09-28,Same Day,679.58
ORD003750,CUST00438,2023-04-30,2023-05-02,Express,2363.95
ORD003751,CUST00126,2024-07-03,2024-07-05,Express,4750.67
ORD003752,CUST00947,2024-03-05,2024-03-05,Same Day,798.64
ORD003753,CUST00722,2023-12-19,2023-12-21,Express,62.1
ORD003754,CUST00601,2023-04-09,2023-04-14,Standard,898.9
ORD003755,CUST00788,2024-03-10,2024-03-15,Standard,205.24
ORD003756,CUST00023,2023-11-19,2023-11-21,Express,533.36
ORD003757,CUST01028,2023-05-31,2023-06-05,Standard,3430.7
ORD003758,CUST00499,2023-07-26,2023-07-26,Same Day,693.54
ORD003759,CUST00428,2024-02-15,2024-02-20,Standard,1123.3
ORD003760,CUST00531,2024-08-15,2024-08-20,Standard,414.51
ORD003761,CUST00653,2023-10-08,2023-10-10,Express,552.44
ORD003762,CUST00994,2024-09-08,2024-09-10,Express,998.32
ORD003763,CUST00996,2023-12-21,2023-12-26,Standard,293.4
ORD003764,CUST00771,2024-02-18,2024-02-20,Express,4514.5
ORD003765,CUST00451,2023-08-29,2023-09-03,Standard,2123.53
ORD003766,CUST00683,2024-06-30,2024-07-02,Express,874.41
ORD003767,CUST00087,2023-11-26,2023-12-01,Standard,680.29
ORD003768,CUST00750,2024-06-01,2024-06-03,Express,1215.47
ORD003769,CUST00978,2024-08-12,2024-08-17,Standard,48.9
ORD003770,CUST00115,2023-09-03,2023-09-08,Standard,489.6
ORD003771,CUST01103,2024-03-16,2024-03-21,Standard,278.62
ORD003772,CUST00608,2023-11-04,2023-11-09,Standard,824.09
ORD003773,CUST00736,2024-09-16,2024-09-18,Express,362.03
ORD003774,CUST00422,2024-09-01,2024-09-03,Express,3391.01
ORD003775,CUST00817,2023-09-05,2023-09-10,Standard,2284.59
ORD003776,CUST01153,2024-07-03,2024-07-08,Standard,1789.91
ORD003777,CUST00181,2023-11-10,2023-11-15,Standard,1455.13
ORD003778,CUST00754,2024-04-29,2024-05-04,Standard,2052.84
ORD003779,CUST00176,2024-12-25,2024-12-30,Standard,774.09
ORD003780,CUST01033,2024-05-15,2024-05-20,Standard,449.91
ORD003781,CUST00849,2023-04-28,2023-05-03,Standard,497.58
ORD003782,CUST00267,2023-11-09,2023-11-11,Express,633.79
ORD003783,CUST00895,2023-06-13,2023-06-18,Standard,1946.56
ORD003784,CUST00220,2023-11-02,2023-11-02,Same Day,489.26
ORD003785,CUST00131,2024-04-12,2024-04-14,Express,31.08
ORD003786,CUST00033,2024-02-19,2024-02-24,Standard,158.64
ORD003787,CUST00200,2023-07-27,2023-07-29,Express,3529.68
ORD003788,CUST00533,2024-01-08,2024-01-13,Standard,404.04
ORD003789,CUST00097,2023-07-04,2023-07-06,Express,1235.04
ORD003790,CUST00926,2023-09-24,2023-09-29,Standard,214.52
ORD003791,CUST00522,2023-09-04,2023-09-09,Standard,885.56
ORD003792,CUST00061,2024-01-30,2024-02-01,Express,1332.98
ORD003793,CUST00708,2023-01-29,2023-02-03,Standard,99.46
ORD003794,CUST00657,2023-03-23,2023-03-28,Standard,1086.95
ORD003795,CUST00951,2023-10-03,2023-10-05,Express,146.64
ORD003796,CUST01192,2023-09-30,2023-10-05,Standard,158.2
ORD003797,CUST00478,2024-03-04,2024-03-04,Same Day,828.95
ORD003798,CUST00017,2024-07-21,2024-07-26,Standard,748.88
ORD003799,CUST00846,2023-03-03,2023-03-08,Standard,4488.8
ORD003800,CUST00821,2024-08-26,2024-08-31,Standard,1430.37
ORD003801,CUST00156,2023-01-06,2023-01-11,Standard,4509.46
ORD003802,CUST00151,2024-01-16,2024-01-21,Standard,2224.78
ORD003803,CUST00914,2024-05-07,2024-05-09,Express,120.29
ORD003804,CUST00538,2024-03-15,2024-03-20,Standard,277.07
ORD003805,CUST01091,2023-06-22,2023-06-27,Standard,212.58
ORD003806,CUST01005,2024-12-11,2024-12-11,Same Day,3430.66
ORD003807,CUST00273,2023-05-08,2023-05-10,Express,1153.35
ORD003808,CUST00604,2024-05-26,2024-05-31,Standard,422.52
ORD003809,CUST00929,2023-09-24,2023-09-29,Standard,2915.26
ORD003810,CUST00311,2024-12-16,2024-12-18,Express,28.36
ORD003811,CUST00179,2024-07-01,2024-07-03,Express,3583.65
ORD003812,CUST00589,2024-11-06,2024-11-11,Standard,224.66
ORD003813,CUST00882,2024-05-27,2024-06-01,Standard,410.48
ORD003814,CUST00440,2023-09-18,2023-09-23,Standard,147.02
ORD003815,CUST00773,2024-11-16,2024-11-21,Standard,42.75
ORD003816,CUST00838,2024-05-05,2024-05-07,Express,4502.83
ORD003817,CUST00880,2024-12-26,2024-12-31,Standard,3181.58
ORD003818,CUST00560,2024-11-20,2024-11-20,Same Day,2363.95
ORD003819,CUST01197,2024-09-13,2024-09-18,Standard,728.16
ORD003820,CUST00980,2024-09-21,2024-09-26,Standard,529.98
ORD003821,CUST00141,2024-07-21,2024-07-23,Express,941.64
ORD003822,CUST00357,2023-05-13,2023-05-18,Standard,1278.3
ORD003823,CUST01148,2024-05-19,2024-05-24,Standard,1322.91
ORD003824,CUST00377,2023-03-08,2023-03-13,Standard,2834.65
ORD003825,CUST00492,2024-03-19,2024-03-24,Standard,443.74
ORD003826,CUST01024,2023-02-06,2023-02-06,Same Day,2711.5
ORD003827,CUST01068,2023-11-24,2023-11-29,Standard,972.38
ORD003828,CUST00190,2024-07-05,2024-07-10,Standard,2497.5
ORD003829,CUST01064,2024-08-15,2024-08-20,Standard,1262.4
ORD003830,CUST00562,2024-03-12,2024-03-17,Standard,129.21
ORD003831,CUST01031,2024-04-24,2024-04-24,Same Day,132.94
ORD003832,CUST00843,2024-06-14,2024-06-19,Standard,1406.16
ORD003833,CUST00833,2023-05-16,2023-05-18,Express,1523.36
ORD003834,CUST00870,2024-01-14,2024-01-19,Standard,650.02
ORD003835,CUST00744,2024-06-15,2024-06-17,Express,449.55
ORD003836,CUST00551,2024-04-19,2024-04-19,Same Day,2692.68
ORD003837,CUST00199,2024-06-15,2024-06-17,Express,331.2
ORD003838,CUST00462,2023-08-09,2023-08-14,Standard,337.8
ORD003839,CUST00290,2023-07-05,2023-07-07,Express,364.66
ORD003840,CUST00580,2024-11-23,2024-11-28,Standard,746.37
ORD003841,CUST00327,2023-06-14,2023-06-19,Standard,2658.92
ORD003842,CUST01059,2023-07-19,2023-07-21,Express,275.31
ORD003843,CUST01185,2024-11-24,2024-11-26,Express,647.82
ORD003844,CUST01114,2024-05-14,2024-05-19,Standard,2458.57
ORD003845,CUST00443,2023-04-25,2023-04-30,Standard,1596.68
ORD003846,CUST00951,2023-06-06,2023-06-08,Express,6292.4
ORD003847,CUST00372,2023-02-16,2023-02-21,Standard,409.66
ORD003848,CUST00200,2024-12-28,2024-12-30,Express,426.31
ORD003849,CUST00843,2024-07-02,2024-07-02,Same Day,2454.42
ORD003850,CUST00928,2023-12-13,2023-12-18,Standard,4354.62
ORD003851,CUST00926,2024-05-01,2024-05-06,Standard,1318.59
ORD003852,CUST00786,2024-07-02,2024-07-02,Same Day,2171.16
ORD003853,CUST00355,2024-05-09,2024-05-14,Standard,19.93
ORD003854,CUST00316,2023-06-03,2023-06-05,Express,2397.77
ORD003855,CUST00245,2024-06-14,2024-06-19,Standard,582.39
ORD003856,CUST00203,2024-05-18,2024-05-23,Standard,985.28
ORD003857,CUST00519,2023-06-02,2023-06-07,Standard,4717.51
ORD003858,CUST00886,2024-07-11,2024-07-16,Standard,986.68
ORD003859,CUST00314,2023-06-25,2023-06-30,Standard,3250.1
ORD003860,CUST00104,2024-02-18,2024-02-23,Standard,567.85
ORD003861,CUST01038,2024-04-15,2024-04-20,Standard,3904.88
ORD003862,CUST00672,2023-11-29,2023-12-01,Express,4723.78
ORD003863,CUST00494,2024-01-31,2024-02-05,Standard,843.71
ORD003864,CUST00806,2023-04-08,2023-04-08,Same Day,91.71
ORD003865,CUST01154,2024-02-14,2024-02-19,Standard,1452.28
ORD003866,CUST00298,2023-09-27,2023-09-29,Express,5299.51
ORD003867,CUST00427,2024-05-14,2024-05-19,Standard,579.63
ORD003868,CUST00216,2023-11-11,2023-11-16,Standard,552.0
ORD003869,CUST00189,2023-05-26,2023-05-28,Express,13.6
ORD003870,CUST00414,2023-12-01,2023-12-06,Standard,734.2
ORD003871,CUST00264,2023-02-15,2023-02-20,Standard,1595.94
ORD003872,CUST00228,2024-03-15,2024-03-20,Standard,367.16
ORD003873,CUST00531,2024-01-23,2024-01-28,Standard,2488.67
ORD003874,CUST00099,2024-12-31,2025-01-05,Standard,586.51
ORD003875,CUST00179,2024-04-08,2024-04-13,Standard,887.26
ORD003876,CUST00075,2023-05-26,2023-05-28,Express,121.84
ORD003877,CUST00072,2023-12-27,2024-01-01,Standard,1166.22
ORD003878,CUST00322,2023-09-20,2023-09-22,Express,495.38
ORD003879,CUST00680,2024-06-19,2024-06-21,Express,683.02
ORD003880,CUST00095,2023-11-24,2023-11-24,Same Day,1474.8
ORD003881,CUST00804,2023-09-13,2023-09-18,Standard,1295.9
ORD003882,CUST00002,2023-08-30,2023-08-30,Same Day,1294.36
ORD003883,CUST00281,2024-02-20,2024-02-20,Same Day,193.36
ORD003884,CUST00042,2024-12-10,2024-12-12,Express,348.27
ORD003885,CUST00610,2023-01-27,2023-02-01,Standard,96.54
ORD003886,CUST00941,2024-05-11,2024-05-13,Express,552.63
ORD003887,CUST00129,2023-11-17,2023-11-22,Standard,745.9
ORD003888,CUST00753,2023-03-03,2023-03-05,Express,6035.9
ORD003889,CUST00674,2023-03-19,2023-03-19,Same Day,1396.87
ORD003890,CUST00941,2024-12-26,2024-12-31,Standard,2630.38
ORD003891,CUST00552,2024-10-17,2024-10-22,Standard,738.79
ORD003892,CUST00187,2024-10-10,2024-10-12,Express,1225.64
ORD003893,CUST00824,2023-03-10,2023-03-12,Express,842.54
ORD003894,CUST01059,2023-05-29,2023-06-03,Standard,3974.46
ORD003895,CUST00309,2024-11-01,2024-11-03,Express,2243.23
ORD003896,CUST00376,2023-02-18,2023-02-23,Standard,472.8
ORD003897,CUST01153,2023-05-27,2023-05-27,Same Day,1799.88
ORD003898,CUST01131,2024-04-27,2024-05-02,Standard,1936.18
ORD003899,CUST00432,2023-11-22,2023-11-27,Standard,5564.36
