order_item_id,order_id,product_id,quantity,discount,net_sales,profit
8514,ORD004877,PROD0069,3,0.2,181.61,33.41
8515,ORD004877,PROD0055,5,0.0,3808.4,1209.0
8516,ORD004877,PROD0111,1,0.1,240.3,86.65
8517,ORD004878,PROD0025,2,0.0,973.28,366.66
8518,ORD004879,PROD0040,5,0.05,3569.86,943.51
8519,ORD004880,PROD0111,5,0.0,1335.0,566.75
8520,ORD004881,PROD0091,1,0.0,212.96,60.64
8521,ORD004881,PROD0117,5,0.05,1181.75,252.45
8522,ORD004882,PROD0145,2,0.0,86.14,27.82
8523,ORD004882,PROD0005,4,0.0,3486.84,1002.96
8524,ORD004883,PROD0070,2,0.1,86.89,18.21
8525,ORD004883,PROD0066,5,0.05,349.17,91.92
8526,ORD004884,PROD0085,5,0.0,330.95,118.1
8527,ORD004884,PROD0045,1,0.05,499.5,132.67
8528,ORD004885,PROD0030,1,0.15,1079.79,323.97
8529,ORD004885,PROD0090,2,0.0,190.64,84.02
8530,ORD004886,PROD0088,5,0.05,203.06,42.76
8531,ORD004886,PROD0034,2,0.05,606.08,176.24
8532,ORD004887,PROD0038,5,0.15,3661.2,1010.45
8533,ORD004887,PROD0147,5,0.0,995.0,318.2
8534,ORD004887,PROD0085,1,0.05,62.88,20.31
8535,ORD004887,PROD0105,3,0.1,785.92,169.24
8536,ORD004888,PROD0037,2,0.0,1795.52,817.0
8537,ORD004889,PROD0073,1,0.0,36.24,17.06
8538,ORD004889,PROD0031,4,0.05,1347.02,348.98
8539,ORD004890,PROD0001,3,0.1,2814.53,1031.69
8540,ORD004890,PROD0044,3,0.0,1486.26,401.13
8541,ORD004890,PROD0097,3,0.15,759.64,119.08
8542,ORD004890,PROD0037,3,0.0,2693.28,1225.5
8543,ORD004891,PROD0081,4,0.05,211.74,53.5
8544,ORD004892,PROD0121,2,0.0,62.16,22.32
8545,ORD004892,PROD0064,3,0.0,321.42,124.59
8546,ORD004893,PROD0023,3,0.2,3270.12,226.68
8547,ORD004893,PROD0106,1,0.05,104.88,41.85
8548,ORD004894,PROD0081,3,0.0,167.16,48.48
8549,ORD004894,PROD0002,5,0.05,4770.23,2034.43
8550,ORD004894,PROD0107,5,0.0,282.85,81.15
8551,ORD004895,PROD0084,5,0.1,431.46,123.96
8552,ORD004896,PROD0141,5,0.2,367.16,70.41
8553,ORD004896,PROD0053,3,0.05,1841.56,799.27
8554,ORD004897,PROD0074,2,0.15,112.52,32.48
8555,ORD004897,PROD0108,4,0.0,131.44,45.16
8556,ORD004898,PROD0128,1,0.0,81.96,21.69
8557,ORD004898,PROD0041,5,0.0,970.65,411.85
8558,ORD004899,PROD0027,1,0.0,573.63,151.41
8559,ORD004899,PROD0085,2,0.0,132.38,47.24
8560,ORD004899,PROD0095,4,0.05,383.84,154.8
8561,ORD004899,PROD0146,1,0.1,48.15,8.65
8562,ORD004900,PROD0092,4,0.0,265.88,123.68
8563,ORD004901,PROD0112,2,0.0,406.56,177.84
8564,ORD004901,PROD0137,1,0.05,78.2,22.37
8565,ORD004902,PROD0108,2,0.0,65.72,22.58
8566,ORD004902,PROD0002,2,0.0,2008.52,914.2
8567,ORD004903,PROD0014,3,0.0,3621.54,1165.14
8568,ORD004903,PROD0091,2,0.15,362.03,57.39
8569,ORD004904,PROD0133,3,0.0,703.41,328.5
8570,ORD004904,PROD0036,5,0.0,1896.55,506.35
8571,ORD004905,PROD0121,2,0.0,62.16,22.32
8572,ORD004905,PROD0091,2,0.15,362.03,57.39
8573,ORD004906,PROD0121,2,0.0,62.16,22.32
8574,ORD004907,PROD0130,3,0.1,228.02,97.88
8575,ORD004907,PROD0008,3,0.05,546.17,225.35
8576,ORD004908,PROD0014,1,0.0,1207.18,388.38
8577,ORD004908,PROD0132,2,0.0,63.38,17.6
8578,ORD004909,PROD0143,4,0.1,260.82,48.94
8579,ORD004910,PROD0022,2,0.1,1170.04,266.78
8580,ORD004911,PROD0105,4,0.2,931.46,109.22
8581,ORD004912,PROD0120,1,0.0,127.16,37.72
8582,ORD004912,PROD0042,1,0.0,666.49,201.77
8583,ORD004912,PROD0106,1,0.0,110.4,47.37
8584,ORD004912,PROD0045,3,0.0,1577.37,476.88
8585,ORD004913,PROD0125,3,0.1,503.69,174.68
8586,ORD004914,PROD0119,2,0.0,97.8,39.92
8587,ORD004915,PROD0039,5,0.0,2197.65,938.75
8588,ORD004915,PROD0124,2,0.0,70.74,33.6
8589,ORD004915,PROD0097,1,0.1,268.11,54.59
8590,ORD004916,PROD0098,4,0.0,359.64,115.84
8591,ORD004917,PROD0058,5,0.05,1622.17,640.22
8592,ORD004917,PROD0068,1,0.0,83.78,31.64
8593,ORD004917,PROD0016,3,0.0,3367.5,1417.14
8594,ORD004918,PROD0018,1,0.15,168.5,65.05
8595,ORD004919,PROD0117,3,0.05,709.05,151.47
8596,ORD004920,PROD0132,2,0.1,57.04,11.26
8597,ORD004920,PROD0036,4,0.0,1517.24,405.08
8598,ORD004920,PROD0150,4,0.0,552.44,239.92
8599,ORD004920,PROD0048,5,0.05,552.52,118.72
8600,ORD004921,PROD0138,2,0.0,359.86,172.52
8601,ORD004921,PROD0040,2,0.0,1503.1,452.56
8602,ORD004921,PROD0015,2,0.05,519.88,148.9
8603,ORD004922,PROD0133,4,0.0,937.88,438.0
8604,ORD004923,PROD0120,2,0.0,254.32,75.44
8605,ORD004923,PROD0040,4,0.1,2705.58,604.5
8606,ORD004924,PROD0150,4,0.15,469.57,157.05
8607,ORD004924,PROD0059,5,0.0,492.6,204.05
8608,ORD004924,PROD0057,2,0.0,731.22,347.76
8609,ORD004925,PROD0013,3,0.05,2563.63,957.94
8610,ORD004926,PROD0023,5,0.0,6812.75,1740.35
8611,ORD004927,PROD0054,1,0.15,140.87,40.77
8612,ORD004927,PROD0008,1,0.2,153.31,46.37
8613,ORD004927,PROD0133,1,0.0,234.47,109.5
8614,ORD004928,PROD0034,2,0.0,637.98,208.14
8615,ORD004928,PROD0083,5,0.0,68.0,30.2
8616,ORD004929,PROD0129,2,0.15,107.58,25.1
8617,ORD004930,PROD0027,5,0.05,2724.74,613.64
8618,ORD004930,PROD0054,2,0.1,298.31,98.11
8619,ORD004931,PROD0099,1,0.1,141.35,40.15
8620,ORD004931,PROD0062,2,0.05,67.45,24.77
8621,ORD004932,PROD0040,2,0.0,1503.1,452.56
8622,ORD004932,PROD0014,3,0.0,3621.54,1165.14
8623,ORD004933,PROD0067,4,0.0,200.96,90.56
8624,ORD004934,PROD0058,2,0.05,648.87,256.09
8625,ORD004934,PROD0065,4,0.0,41.96,18.72
8626,ORD004935,PROD0020,1,0.0,179.95,65.04
8627,ORD004936,PROD0043,5,0.05,4238.76,1473.26
8628,ORD004937,PROD0063,5,0.15,341.91,97.31
8629,ORD004938,PROD0137,2,0.05,156.41,44.75
8630,ORD004939,PROD0082,1,0.2,15.27,5.58
8631,ORD004939,PROD0098,2,0.0,179.82,57.92
8632,ORD004940,PROD0097,3,0.0,893.7,253.14
8633,ORD004941,PROD0017,5,0.0,287.65,121.65
8634,ORD004942,PROD0033,4,0.0,1891.16,861.6
8635,ORD004943,PROD0068,1,0.05,79.59,27.45
8636,ORD004943,PROD0047,3,0.0,1857.69,763.98
8637,ORD004943,PROD0024,3,0.15,754.54,226.21
8638,ORD004944,PROD0091,4,0.0,851.84,242.56
8639,ORD004945,PROD0040,4,0.0,3006.2,905.12
8640,ORD004945,PROD0004,5,0.0,6984.35,2969.6
8641,ORD004946,PROD0038,5,0.0,4307.3,1656.55
8642,ORD004946,PROD0141,3,0.0,275.37,97.32
8643,ORD004946,PROD0131,4,0.1,380.45,143.61
8644,ORD004947,PROD0124,2,0.15,60.13,22.99
8645,ORD004948,PROD0039,2,0.05,835.11,331.55
8646,ORD004948,PROD0033,2,0.0,945.58,430.8
8647,ORD004949,PROD0074,5,0.1,297.86,97.76
8648,ORD004949,PROD0134,2,0.15,171.48,36.16
8649,ORD004950,PROD0091,4,0.0,851.84,242.56
8650,ORD004951,PROD0037,2,0.15,1526.19,547.67
8651,ORD004952,PROD0073,4,0.0,144.96,68.24
8652,ORD004952,PROD0108,4,0.1,118.3,32.02
8653,ORD004953,PROD0085,2,0.0,132.38,47.24
8654,ORD004953,PROD0150,4,0.0,552.44,239.92
8655,ORD004954,PROD0061,5,0.1,318.19,112.14
8656,ORD004954,PROD0008,1,0.0,191.64,84.7
8657,ORD004954,PROD0132,5,0.05,150.53,36.08
8658,ORD004954,PROD0125,1,0.15,158.57,48.9
8659,ORD004955,PROD0092,2,0.05,126.29,55.19
8660,ORD004955,PROD0130,3,0.0,253.35,123.21
8661,ORD004955,PROD0060,3,0.05,2401.24,669.52
8662,ORD004955,PROD0141,3,0.0,275.37,97.32
8663,ORD004956,PROD0132,5,0.05,150.53,36.08
8664,ORD004957,PROD0098,3,0.05,256.24,73.39
8665,ORD004957,PROD0090,5,0.0,476.6,210.05
8666,ORD004958,PROD0148,1,0.05,42.59,11.42
8667,ORD004959,PROD0136,4,0.15,82.82,32.62
8668,ORD004959,PROD0012,1,0.0,851.9,345.99
8669,ORD004960,PROD0060,1,0.1,758.29,181.05
8670,ORD004961,PROD0069,1,0.0,75.67,26.27
8671,ORD004961,PROD0033,2,0.0,945.58,430.8
8672,ORD004961,PROD0038,5,0.05,4091.93,1441.18
8673,ORD004962,PROD0104,4,0.05,980.51,259.15
8674,ORD004962,PROD0125,3,0.0,559.65,230.64
8675,ORD004963,PROD0071,1,0.0,99.51,32.19
8676,ORD004964,PROD0089,1,0.0,48.34,14.3
8677,ORD004964,PROD0060,4,0.0,3370.16,1061.2
8678,ORD004965,PROD0104,3,0.0,774.09,233.07
8679,ORD004965,PROD0005,2,0.0,1743.42,501.48
8680,ORD004966,PROD0051,3,0.05,1532.02,448.45
8681,ORD004967,PROD0020,2,0.1,323.91,94.09
8682,ORD004967,PROD0031,5,0.0,1772.4,524.85
8683,ORD004968,PROD0139,2,0.05,303.56,121.62
8684,ORD004968,PROD0119,4,0.0,195.6,79.84
8685,ORD004968,PROD0114,5,0.1,630.81,264.36
8686,ORD004968,PROD0121,4,0.0,124.32,44.64
8687,ORD004969,PROD0016,3,0.05,3199.12,1248.76
8688,ORD004969,PROD0130,5,0.0,422.25,205.35
8689,ORD004970,PROD0014,4,0.1,4345.85,1070.65
8690,ORD004970,PROD0120,3,0.1,343.33,75.01
8691,ORD004971,PROD0019,5,0.1,3859.33,1165.88
8692,ORD004972,PROD0139,1,0.0,159.77,68.8
8693,ORD004972,PROD0074,4,0.0,264.76,104.68
8694,ORD004973,PROD0041,4,0.0,776.52,329.48
8695,ORD004973,PROD0084,3,0.0,287.64,103.14
8696,ORD004974,PROD0115,4,0.15,271.18,105.46
8697,ORD004975,PROD0139,4,0.1,575.17,211.29
8698,ORD004975,PROD0015,4,0.1,985.03,243.07
8699,ORD004976,PROD0063,4,0.0,321.8,126.12
8700,ORD004976,PROD0088,1,0.1,38.48,6.42
8701,ORD004977,PROD0084,1,0.1,86.29,24.79
8702,ORD004977,PROD0122,3,0.0,355.26,113.46
8703,ORD004978,PROD0117,4,0.0,995.16,251.72
8704,ORD004978,PROD0025,1,0.1,437.98,134.67
8705,ORD004978,PROD0107,5,0.0,282.85,81.15
8706,ORD004979,PROD0112,1,0.0,203.28,88.92
8707,ORD004979,PROD0084,5,0.05,455.43,147.93
8708,ORD004980,PROD0054,3,0.05,472.33,172.03
8709,ORD004981,PROD0098,3,0.0,269.73,86.88
8710,ORD004981,PROD0077,3,0.0,85.08,36.39
8711,ORD004982,PROD0070,4,0.0,193.08,55.72
8712,ORD004982,PROD0095,3,0.0,303.03,131.25
8713,ORD004983,PROD0011,4,0.1,4270.1,1363.42
8714,ORD004984,PROD0016,1,0.05,1066.38,416.26
8715,ORD004984,PROD0018,1,0.15,168.5,65.05
8716,ORD004984,PROD0022,5,0.0,3250.1,991.95
8717,ORD004985,PROD0147,5,0.0,995.0,318.2
8718,ORD004986,PROD0098,5,0.05,427.07,122.32
8719,ORD004986,PROD0007,3,0.05,3135.11,1071.89
8720,ORD004986,PROD0061,2,0.0,141.42,59.0
8721,ORD004987,PROD0023,1,0.05,1294.42,279.94
8722,ORD004987,PROD0055,2,0.0,1523.36,483.6
8723,ORD004988,PROD0130,2,0.05,160.45,73.69
8724,ORD004988,PROD0107,5,0.0,282.85,81.15
8725,ORD004989,PROD0117,2,0.05,472.7,100.98
8726,ORD004989,PROD0017,4,0.0,230.12,97.32
8727,ORD004989,PROD0108,3,0.05,93.65,28.94
8728,ORD004990,PROD0073,2,0.0,72.48,34.12
8729,ORD004990,PROD0146,3,0.0,160.5,42.0
8730,ORD004991,PROD0022,5,0.15,2762.59,504.44
8731,ORD004991,PROD0082,4,0.15,64.91,26.15
8732,ORD004991,PROD0032,5,0.15,814.38,258.53
8733,ORD004992,PROD0104,1,0.15,219.33,38.99
8734,ORD004993,PROD0124,3,0.05,100.8,45.09
8735,ORD004994,PROD0112,4,0.0,813.12,355.68
8736,ORD004995,PROD0142,4,0.2,281.25,67.01
8737,ORD004996,PROD0130,3,0.05,240.68,110.54
8738,ORD004996,PROD0082,2,0.0,38.18,18.8
8739,ORD004997,PROD0142,4,0.0,351.56,137.32
8740,ORD004998,PROD0106,2,0.05,209.76,83.7
8741,ORD004999,PROD0146,4,0.05,203.3,45.3
8742,ORD005000,PROD0127,4,0.05,278.62,87.9
8743,ORD005000,PROD0150,5,0.05,656.02,265.37
8744,ORD005001,PROD0100,3,0.0,375.15,180.48
8745,ORD005002,PROD0073,3,0.2,86.98,29.44
8746,ORD005003,PROD0096,5,0.15,246.33,47.08
8747,ORD005004,PROD0098,2,0.0,179.82,57.92
8748,ORD005004,PROD0006,1,0.05,504.46,138.65
8749,ORD005004,PROD0040,5,0.0,3757.75,1131.4
8750,ORD005005,PROD0144,1,0.2,127.11,45.48
8751,ORD005006,PROD0056,2,0.05,686.49,183.49
8752,ORD005007,PROD0128,3,0.1,221.29,40.48
8753,ORD005008,PROD0069,4,0.05,287.55,89.95
8754,ORD005008,PROD0116,4,0.1,595.58,191.06
8755,ORD005009,PROD0044,1,0.2,396.34,34.63
8756,ORD005010,PROD0114,2,0.1,252.32,105.74
8757,ORD005010,PROD0080,2,0.15,111.52,29.68
8758,ORD005010,PROD0138,1,0.2,143.94,50.27
8759,ORD005011,PROD0071,4,0.0,398.04,128.76
8760,ORD005012,PROD0145,3,0.2,103.37,15.89
8761,ORD005013,PROD0026,2,0.0,1360.56,537.04
8762,ORD005014,PROD0084,1,0.0,95.88,34.38
8763,ORD005015,PROD0098,4,0.0,359.64,115.84
8764,ORD005015,PROD0094,4,0.05,711.06,305.3
8765,ORD005016,PROD0055,3,0.0,2285.04,725.4
8766,ORD005017,PROD0076,1,0.0,86.28,29.22
8767,ORD005017,PROD0002,1,0.0,1004.26,457.1
8768,ORD005018,PROD0093,2,0.05,466.49,150.99
8769,ORD005019,PROD0052,1,0.15,328.76,90.59
8770,ORD005019,PROD0040,4,0.0,3006.2,905.12
8771,ORD005020,PROD0020,5,0.15,764.79,190.24
8772,ORD005021,PROD0031,2,0.0,708.96,209.94
8773,ORD005022,PROD0077,1,0.05,26.94,10.71
8774,ORD005022,PROD0082,1,0.0,19.09,9.4
8775,ORD005022,PROD0047,5,0.05,2941.34,1118.49
8776,ORD005023,PROD0116,2,0.15,281.25,78.99
8777,ORD005024,PROD0050,4,0.05,336.87,136.63
8778,ORD005024,PROD0101,3,0.1,443.8,162.94
8779,ORD005025,PROD0063,5,0.05,382.14,137.54
8780,ORD005026,PROD0104,2,0.2,412.85,52.17
8781,ORD005026,PROD0132,5,0.2,126.76,12.31
8782,ORD005027,PROD0131,2,0.0,211.36,92.94
8783,ORD005028,PROD0123,2,0.1,416.12,113.72
8784,ORD005029,PROD0028,4,0.0,3075.64,1063.64
8785,ORD005029,PROD0125,2,0.0,373.1,153.76
8786,ORD005029,PROD0133,2,0.15,398.6,148.66
8787,ORD005030,PROD0092,4,0.05,252.59,110.39
8788,ORD005031,PROD0031,4,0.15,1205.23,207.19
8789,ORD005032,PROD0143,2,0.0,144.9,38.96
8790,ORD005032,PROD0006,5,0.1,2389.55,560.5
8791,ORD005033,PROD0128,2,0.05,155.72,35.18
8792,ORD005034,PROD0115,2,0.0,159.52,76.66
8793,ORD005034,PROD0046,5,0.2,2267.72,202.37
8794,ORD005034,PROD0039,4,0.0,1758.12,751.0
8795,ORD005034,PROD0100,2,0.1,225.09,95.31
8796,ORD005035,PROD0022,1,0.0,650.02,198.39
8797,ORD005036,PROD0068,2,0.0,167.56,63.28
8798,ORD005037,PROD0060,3,0.0,2527.62,795.9
8799,ORD005037,PROD0040,3,0.15,1916.45,340.64
8800,ORD005037,PROD0098,2,0.0,179.82,57.92
8801,ORD005038,PROD0092,4,0.0,265.88,123.68
8802,ORD005038,PROD0032,1,0.0,191.62,80.45
8803,ORD005038,PROD0003,3,0.0,4332.39,1530.39
8804,ORD005039,PROD0033,4,0.0,1891.16,861.6
8805,ORD005039,PROD0010,2,0.1,2618.87,926.51
8806,ORD005040,PROD0064,2,0.0,214.28,83.06
8807,ORD005040,PROD0144,3,0.1,429.0,184.11
8808,ORD005041,PROD0058,1,0.0,341.51,145.12
8809,ORD005041,PROD0120,2,0.1,228.89,50.01
8810,ORD005041,PROD0133,1,0.1,211.02,86.05
8811,ORD005042,PROD0054,3,0.0,497.19,196.89
8812,ORD005043,PROD0063,2,0.2,128.72,30.88
8813,ORD005043,PROD0142,4,0.15,298.83,84.59
8814,ORD005044,PROD0090,3,0.0,285.96,126.03
8815,ORD005044,PROD0149,4,0.0,785.16,386.8
8816,ORD005045,PROD0082,1,0.0,19.09,9.4
8817,ORD005045,PROD0119,5,0.0,244.5,99.8
8818,ORD005045,PROD0076,3,0.0,258.84,87.66
8819,ORD005046,PROD0006,4,0.1,1911.64,448.4
8820,ORD005047,PROD0010,5,0.0,7274.65,3043.75
8821,ORD005048,PROD0056,3,0.1,975.54,221.04
8822,ORD005049,PROD0020,2,0.0,359.9,130.08
8823,ORD005049,PROD0090,2,0.05,181.11,74.49
8824,ORD005050,PROD0062,3,0.05,101.17,37.15
8825,ORD005050,PROD0095,3,0.0,303.03,131.25
8826,ORD005051,PROD0015,1,0.0,273.62,88.13
8827,ORD005051,PROD0045,4,0.15,1787.69,320.37
8828,ORD005052,PROD0031,3,0.05,1010.27,261.74
8829,ORD005052,PROD0060,5,0.05,4002.06,1115.86
8830,ORD005053,PROD0137,3,0.0,246.96,79.47
8831,ORD005054,PROD0123,5,0.0,1155.9,399.9
8832,ORD005054,PROD0108,1,0.0,32.86,11.29
8833,ORD005055,PROD0032,2,0.05,364.08,141.74
8834,ORD005056,PROD0047,5,0.0,3096.15,1273.3
8835,ORD005057,PROD0068,5,0.0,418.9,158.2
8836,ORD005058,PROD0038,1,0.0,861.46,331.31
8837,ORD005058,PROD0053,5,0.1,2907.72,1170.57
8838,ORD005059,PROD0133,1,0.15,199.3,74.33
8839,ORD005059,PROD0123,3,0.1,624.19,170.59
8840,ORD005060,PROD0013,2,0.0,1799.04,728.58
8841,ORD005061,PROD0106,4,0.0,441.6,189.48
8842,ORD005062,PROD0059,3,0.15,251.23,78.1
8843,ORD005063,PROD0009,5,0.0,4637.45,1607.05
8844,ORD005064,PROD0089,3,0.0,145.02,42.9
8845,ORD005064,PROD0080,4,0.0,262.4,98.72
8846,ORD005065,PROD0096,3,0.0,173.88,54.33
8847,ORD005065,PROD0005,3,0.0,2615.13,752.22
8848,ORD005066,PROD0122,4,0.0,473.68,151.28
8849,ORD005066,PROD0129,1,0.0,63.28,22.04
8850,ORD005067,PROD0143,3,0.15,184.75,25.84
8851,ORD005068,PROD0140,2,0.05,256.8,107.9
8852,ORD005068,PROD0123,2,0.1,416.12,113.72
8853,ORD005069,PROD0015,1,0.15,232.58,47.09
8854,ORD005070,PROD0130,5,0.0,422.25,205.35
8855,ORD005070,PROD0121,1,0.0,31.08,11.16
8856,ORD005071,PROD0067,5,0.05,238.64,100.64
8857,ORD005071,PROD0127,2,0.0,146.64,51.28
8858,ORD005071,PROD0137,3,0.0,246.96,79.47
8859,ORD005072,PROD0147,1,0.1,179.1,43.74
8860,ORD005073,PROD0061,2,0.0,141.42,59.0
8861,ORD005073,PROD0080,4,0.1,236.16,72.48
8862,ORD005073,PROD0107,3,0.0,169.71,48.69
8863,ORD005074,PROD0116,5,0.0,827.2,321.55
8864,ORD005074,PROD0140,1,0.0,135.16,60.71
8865,ORD005075,PROD0056,2,0.0,722.62,219.62
8866,ORD005075,PROD0145,1,0.1,38.76,9.6
8867,ORD005076,PROD0009,3,0.0,2782.47,964.23
8868,ORD005077,PROD0149,4,0.0,785.16,386.8
8869,ORD005077,PROD0058,1,0.05,324.43,128.04
8870,ORD005078,PROD0015,1,0.1,246.26,60.77
8871,ORD005078,PROD0045,1,0.0,525.79,158.96
8872,ORD005079,PROD0110,4,0.05,76.72,17.0
8873,ORD005080,PROD0105,1,0.0,291.08,85.52
8874,ORD005081,PROD0007,3,0.0,3300.12,1236.9
8875,ORD005081,PROD0086,2,0.15,170.95,51.95
8876,ORD005082,PROD0122,1,0.05,112.5,31.9
8877,ORD005083,PROD0056,1,0.0,361.31,109.81
8878,ORD005083,PROD0129,3,0.1,170.86,47.14
8879,ORD005083,PROD0077,2,0.0,56.72,24.26
8880,ORD005083,PROD0058,5,0.1,1536.8,554.85
8881,ORD005084,PROD0087,5,0.1,315.45,53.45
8882,ORD005085,PROD0083,4,0.0,54.4,24.16
8883,ORD005085,PROD0124,4,0.0,141.48,67.2
8884,ORD005086,PROD0123,2,0.0,462.36,159.96
8885,ORD005087,PROD0098,2,0.05,170.83,48.93
8886,ORD005088,PROD0125,5,0.0,932.75,384.4
8887,ORD005088,PROD0047,2,0.0,1238.46,509.32
8888,ORD005089,PROD0140,5,0.0,675.8,303.55
8889,ORD005089,PROD0138,5,0.05,854.67,386.32
8890,ORD005089,PROD0027,5,0.0,2868.15,757.05
8891,ORD005090,PROD0113,1,0.05,32.77,10.12
8892,ORD005090,PROD0088,4,0.0,171.0,42.76
8893,ORD005091,PROD0049,5,0.0,4363.95,1820.2
8894,ORD005092,PROD0060,5,0.0,4212.7,1326.5
8895,ORD005092,PROD0087,2,0.0,140.2,35.4
8896,ORD005093,PROD0140,2,0.0,270.32,121.42
8897,ORD005093,PROD0079,2,0.0,126.62,57.14
8898,ORD005094,PROD0125,4,0.0,746.2,307.52
8899,ORD005094,PROD0010,3,0.2,3491.83,953.29
8900,ORD005094,PROD0020,1,0.15,152.96,38.05
8901,ORD005095,PROD0045,2,0.05,999.0,265.34
8902,ORD005095,PROD0038,5,0.0,4307.3,1656.55
8903,ORD005095,PROD0096,1,0.15,49.27,9.42
8904,ORD005096,PROD0123,1,0.0,231.18,79.98
8905,ORD005097,PROD0128,2,0.1,147.53,26.99
8906,ORD005098,PROD0128,2,0.0,163.92,43.38
8907,ORD005098,PROD0107,3,0.05,161.22,40.2
8908,ORD005098,PROD0054,4,0.0,662.92,262.52
8909,ORD005099,PROD0042,5,0.0,3332.45,1008.85
8910,ORD005100,PROD0002,4,0.0,4017.04,1828.4
8911,ORD005101,PROD0083,4,0.0,54.4,24.16
8912,ORD005102,PROD0145,2,0.0,86.14,27.82
8913,ORD005103,PROD0029,4,0.2,788.67,294.07
8914,ORD005104,PROD0074,1,0.0,66.19,26.17
8915,ORD005105,PROD0052,1,0.2,309.42,71.25
8916,ORD005105,PROD0090,5,0.05,452.77,186.22
8917,ORD005106,PROD0015,4,0.0,1094.48,352.52
8918,ORD005107,PROD0058,5,0.05,1622.17,640.22
8919,ORD005108,PROD0038,4,0.0,3445.84,1325.24
8920,ORD005108,PROD0086,5,0.0,502.8,205.3
8921,ORD005109,PROD0016,2,0.0,2245.0,944.76
8922,ORD005109,PROD0026,4,0.0,2721.12,1074.08
8923,ORD005109,PROD0094,4,0.0,748.48,342.72
8924,ORD005109,PROD0136,3,0.05,69.43,31.78
8925,ORD005110,PROD0114,4,0.15,476.61,183.45
8926,ORD005111,PROD0141,5,0.0,458.95,162.2
8927,ORD005111,PROD0062,2,0.0,71.0,28.32
8928,ORD005112,PROD0095,4,0.0,404.04,175.0
8929,ORD005112,PROD0106,5,0.1,496.8,181.65
8930,ORD005112,PROD0013,3,0.0,2698.56,1092.87
8931,ORD005113,PROD0035,5,0.0,3606.1,1509.25
8932,ORD005113,PROD0056,2,0.0,722.62,219.62
8933,ORD005114,PROD0150,5,0.0,690.55,299.9
8934,ORD005114,PROD0099,2,0.05,298.39,95.99
8935,ORD005115,PROD0076,2,0.05,163.93,49.81
8936,ORD005115,PROD0143,5,0.15,307.91,43.06
8937,ORD005115,PROD0036,3,0.0,1137.93,303.81
8938,ORD005116,PROD0063,5,0.1,362.03,117.43
8939,ORD005117,PROD0078,1,0.2,82.1,14.9
8940,ORD005117,PROD0069,3,0.05,215.66,67.46
8941,ORD005117,PROD0029,2,0.1,443.63,196.33
8942,ORD005117,PROD0110,2,0.0,40.38,10.52
8943,ORD005118,PROD0093,5,0.1,1104.84,316.09
8944,ORD005118,PROD0029,2,0.0,492.92,245.62
8945,ORD005118,PROD0005,5,0.1,3922.7,817.85
8946,ORD005119,PROD0011,5,0.0,5930.7,2297.35
8947,ORD005119,PROD0062,3,0.05,101.17,37.15
8948,ORD005119,PROD0092,4,0.0,265.88,123.68
8949,ORD005119,PROD0030,3,0.05,3620.47,1353.01
8950,ORD005120,PROD0023,3,0.05,3883.27,839.83
8951,ORD005120,PROD0080,4,0.15,223.04,59.36
8952,ORD005120,PROD0114,3,0.0,420.54,200.67
8953,ORD005121,PROD0039,2,0.0,879.06,375.5
8954,ORD005121,PROD0076,2,0.0,172.56,58.44
8955,ORD005122,PROD0054,5,0.0,828.65,328.15
8956,ORD005122,PROD0126,4,0.0,803.6,352.0
8957,ORD005122,PROD0121,3,0.0,93.24,33.48
8958,ORD005123,PROD0034,1,0.1,287.09,72.17
8959,ORD005123,PROD0082,3,0.0,57.27,28.2
8960,ORD005124,PROD0061,5,0.0,353.55,147.5
8961,ORD005125,PROD0123,4,0.15,786.01,181.21
8962,ORD005126,PROD0083,1,0.0,13.6,6.04
8963,ORD005126,PROD0036,4,0.15,1289.65,177.49
8964,ORD005127,PROD0117,1,0.0,248.79,62.93
8965,ORD005127,PROD0097,5,0.0,1489.5,421.9
8966,ORD005127,PROD0003,1,0.1,1299.72,365.72
8967,ORD005128,PROD0052,3,0.0,1160.34,445.83
8968,ORD005128,PROD0149,3,0.15,500.54,201.77
8969,ORD005129,PROD0136,2,0.0,48.72,23.62
8970,ORD005130,PROD0087,2,0.0,140.2,35.4
8971,ORD005130,PROD0060,1,0.2,674.03,96.79
8972,ORD005130,PROD0059,1,0.0,98.52,40.81
8973,ORD005131,PROD0121,3,0.0,93.24,33.48
8974,ORD005131,PROD0056,3,0.1,975.54,221.04
8975,ORD005132,PROD0016,4,0.0,4490.0,1889.52
8976,ORD005133,PROD0037,1,0.0,897.76,408.5
8977,ORD005134,PROD0016,2,0.0,2245.0,944.76
8978,ORD005134,PROD0011,2,0.2,1897.82,444.48
8979,ORD005135,PROD0087,5,0.0,350.5,88.5
8980,ORD005136,PROD0002,1,0.05,954.05,406.89
8981,ORD005137,PROD0102,2,0.0,572.14,239.26
8982,ORD005137,PROD0143,5,0.0,362.25,97.4
8983,ORD005138,PROD0072,1,0.15,63.68,13.63
8984,ORD005138,PROD0067,3,0.1,135.65,52.85
8985,ORD005139,PROD0141,5,0.0,458.95,162.2
8986,ORD005140,PROD0022,5,0.0,3250.1,991.95
8987,ORD005140,PROD0078,3,0.0,307.86,106.26
8988,ORD005141,PROD0097,3,0.15,759.64,119.08
8989,ORD005142,PROD0059,2,0.0,197.04,81.62
